Job No,Date,Client,Type Of Txn,Filmed By,Antenna,Location,Satellite,Txp,Sat Charges Paid,Sat Provider,Duration,Pricing,Engineer2,Comments,Guest / Reporter,Studio,Camera,Guest fee,Duration_in_minutes
2744,16-May-22,trt,internet consumption,Cameraman,WMT,Assigned Location,No Satellite,Output 3,No Sat Charges,No Sat Provider,0:15,30,Engineer,Comment,Guest / Reporter,No Studio,Sony XDcam X150,No Payment,15
2745,16-May-22,bloomberg asharq,other txn,NO Cameraman,Aviwest,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:20,110,Engineer,Comment,Guest / Reporter,No Studio,,No Payment,20
2746,16-May-22,bloomberg asharq,other txn,Cameraman,Aviwest,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,5:00,780,Engineer,No Comment,Guest / Reporter,No Studio,Sony XDcam X150,No Payment,300
2747,16-May-22,bloomberg asharq,other txn,Cameraman,Aviwest,Assigned Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:20,110,Engineer,Comment,Guest / Reporter,No Studio,Canon A35,No Payment,20
2747/A,16-May-22,other,other txn,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:00,700,No Engineer needed,Comment,No Guest / Reporter,No Studio,,No Payment,0
2747/B,16-May-22,other,other txn,NO Cameraman,Other Antenna,NO Specific Location,Other Satellite,Other Slots,Client,No Sat Provider,12:35,"1,000.00",Engineer,No Comment,No Guest / Reporter,No Studio,,No Payment,755
2747/C,16-May-22,lbc,sng,NO Cameraman,Other Antenna,Assigned Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,4:30,500,Engineer,No Comment,No Guest / Reporter,No Studio,,No Payment,270
2748,17-May-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
2749,17-May-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
2750,17-May-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,No Txp,Client,No Sat Provider,0:15,425,Engineer,Comment,Guest / Reporter,6(3rdfloor),,No Payment,15
2751,17-May-22,bloomberg asharq,live position transmission,NO Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:15,130,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
2752,17-May-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon XF305,No Payment,15
2753,17-May-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:15,425,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
2754,17-May-22,russian today,live position transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:15,130,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X190,No Payment,15
2756,17-May-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon XF305,No Payment,15
2758,17-May-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
2759,17-May-22,russian today,live position transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:15,130,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X190,No Payment,15
2760,17-May-22,trt,live position transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 4,No Sat Charges,No Sat Provider,0:15,120,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon XF305,No Payment,15
2761,17-May-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon XF305,No Payment,15
2762,17-May-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:15,275,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
2763,17-May-22,russian today,live position transmission,NO Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:15,130,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
2764,17-May-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,3(5thfloor),Sony HDV270,Payment,15
2765,17-May-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
2766,17-May-22,bbc arabic,live position transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:35,575,Engineer,Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,35
2767,17-May-22,other,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:05,300,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,5
2768,17-May-22,trt,live position transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 4,No Sat Charges,No Sat Provider,0:15,120,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon XF305,No Payment,15
2769,17-May-22,ap mes,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,350,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
2770,17-May-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 2,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon XF305,No Payment,15
2771,17-May-22,russian today,live position transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:15,130,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X190,No Payment,15
2772,17-May-22,other,turnaround,NO Cameraman,WMT,NO Specific Location,Other Satellite,No Txp,Client,No Sat Provider,2:00,320,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,120
2773,17-May-22,trt,live position transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 4,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,underthebuilding,Canon XF305,No Payment,15
2774,17-May-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
2775,17-May-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,4(4thfloor),Sony XDcam X320,Payment,20
2776,17-May-22,russian today,live position transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:15,130,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X190,No Payment,15
2777,17-May-22,trt arabic,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
2778,17-May-22,bbc arabic,live position transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
2779,17-May-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Canon XF305,No Payment,15
2781,17-May-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:15,130,Engineer,Comment,Guest / Reporter,4(4thfloor),Sony XDcam X320,Payment,15
2782,17-May-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:10,200,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,10
2785,17-May-22,trt arabic,live position transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:15,120,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
2786,17-May-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,other,Sony XDcam X320,Payment,15
2787,17-May-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
2788,17-May-22,trt,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,265,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
2789,17-May-22,al-awael,live studio transmission,Cameraman,VPS,NO Specific Location,E36B,Ch 1,Client,No Sat Provider,0:30,100,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,30
2790,17-May-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
2791,17-May-22,ap mes,we transfer,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:10,250,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,10
2792,17-May-22,trt,live position transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 4,No Sat Charges,No Sat Provider,0:25,160,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,25
2793,17-May-22,trt arabic,live position transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:15,120,Engineer,No Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
2794,17-May-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:30,475,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,30
2795,17-May-22,trt,live position transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 4,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
2796,17-May-22,ap gms,live position transmission,Cameraman,FLW,NO Specific Location,E10A,B2,Client,No Sat Provider,0:15,250,Engineer,Comment,Guest / Reporter,underthebuilding,Sony XDcam X150,No Payment,15
2797,17-May-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
2798,17-May-22,al-awael,live studio transmission,Cameraman,VPS,NO Specific Location,E36B,Ch 1,Client,No Sat Provider,0:30,100,Engineer,Comment,Guest / Reporter,3(5thfloor),Sony HDV270,Payment,30
2799,17-May-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch Y,Client,No Sat Provider,0:25,425,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,25
2800,17-May-22,ap gms,live studio transmission,Cameraman,FLW,NO Specific Location,E10A,B2,Client,No Sat Provider,0:30,400,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,30
2801,17-May-22,russian today,live studio transmission,Cameraman,Aviwest,NO Specific Location,No Satellite,Ch 3,No Sat Charges,No Sat Provider,0:15,130,Engineer,Comment,Guest / Reporter,3(5thfloor),Sony HDV270,Payment,15
2802,17-May-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,15
2803,17-May-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,15
2804,17-May-22,russian today,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:30,300,Engineer,Comment,Guest / Reporter,1(6thfloor),Sony XDcam X150,Payment,30
2805,17-May-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
2806,17-May-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
2807,17-May-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:20,32,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,20
2808,17-May-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
2809,17-May-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:45,72,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,45
2810,17-May-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:40,64,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,40
2811,17-May-22,trt,live from 4g,Cameraman,WMT,NO Specific Location,No Satellite,Output 3,No Sat Charges,No Sat Provider,0:15,270,Engineer,No Comment,Guest / Reporter,No Studio,Sony XDcam X150,No Payment,15
2812,17-May-22,trt,live from 4g,Cameraman,WMT,NO Specific Location,No Satellite,Output 4,No Sat Charges,No Sat Provider,0:25,270,Engineer,No Comment,Guest / Reporter,No Studio,Canon XF305,No Payment,25
2813,17-May-22,bloomberg asharq,live from 4g,Cameraman,Aviwest,Assigned Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:15,650,Engineer,Comment,Guest / Reporter,No Studio,Sony XDcam X150,No Payment,15
2813/A,17-May-22,other,other txn,NO Cameraman,No Antenna,NO Specific Location,No Satellite,No Txp,No Sat Charges,No Sat Provider,0:00,700,No Engineer needed,Comment,No Guest / Reporter,No Studio,,No Payment,0
2813/B,17-May-22,other,other txn,NO Cameraman,Other Antenna,NO Specific Location,Other Satellite,Other Slots,Client,No Sat Provider,8:05,"1,000.00",Engineer,No Comment,No Guest / Reporter,No Studio,,No Payment,485
2814,18-May-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,4(4thfloor),,No Payment,20
2815,18-May-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
2816,18-May-22,alghad tv,live position transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,No Comment,Guest / Reporter,underthebuilding,,No Payment,15
2818,18-May-22,trt,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:45,280,Engineer,No Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,No Payment,45
2819,18-May-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:15,275,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,15
2821,18-May-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,1:00,500,Engineer,Comment,Guest / Reporter,other,Sony XDcam,No Payment,60
2822,18-May-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:20,335,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,20
2824,18-May-22,trt arabic,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 2,No Sat Charges,No Sat Provider,0:15,120,Engineer,Comment,Guest / Reporter,other,Sony XDcam,Payment,15
2825,18-May-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,1:00,850,Engineer,Comment,Guest / Reporter,7(3rdfloor),Sony HDV270,Payment,60
2826,18-May-22,bbc arabic,live studio transmission,Cameraman,FLW,NO Specific Location,E16A,Ch X,Client,No Sat Provider,0:40,650,Engineer,No Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,No Payment,40
2827,18-May-22,bloomberg asharq,live studio transmission,Cameraman,WMT,NO Specific Location,No Satellite,Output 1,No Sat Charges,No Sat Provider,0:20,180,Engineer,Comment,Guest / Reporter,4(4thfloor),Sony XDcam,Payment,20
2828,18-May-22,other,other txn,NO Cameraman,DownLink Dish,NO Specific Location,E7B,Other Txp,No Sat Charges,No Sat Provider,1:20,100,Engineer,Comment,No Guest / Reporter,No Studio,,Payment,80
2829,18-May-22,al mamlaka,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 1 7A,ISOL,Noorsat,0:20,300,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,20
2830,18-May-22,al mamlaka,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,Slot 3 7A,ISOL,Noorsat,0:20,300,Engineer,Comment,Guest / Reporter,3(5thfloor),Sony HDV270,Payment,20
2831,18-May-22,alghad tv,live studio transmission,Cameraman,FLW,NO Specific Location,E21B,AlGhad Slot 3,Client,No Sat Provider,0:15,285,Engineer,Comment,Guest / Reporter,7(3rdfloor),,Payment,15
2832,18-May-22,ap gms,live studio transmission,Cameraman,FLW,NO Specific Location,E10A,B2,Client,No Sat Provider,0:30,425,Engineer,Comment,Guest / Reporter,6(3rdfloor),Sony HDV270,Payment,30
2833,18-May-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:25,40,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,25
2834,18-May-22,yemen live tv,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 2 7A,ISOL,Noorsat,0:15,24,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,15
2835,18-May-22,other,space segment,NO Cameraman,No Antenna,NO Specific Location,E21B,Slot 4 7A,ISOL,Noorsat,2:15,303.75,Engineer,Comment,No Guest / Reporter,No Studio,,No Payment,135
